Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;År;Sesong;Trafikkmengde;Konfidensintervall start;Konfidensintervall slutt;Dekningsgrad (%);Antall døgn total;Antall døgn inkludert;Antall døgn ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);Felt;< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2021-06-01T00:00+02:00;2021-09-01T00:00+02:00;2021;Sommer;3047;2861;3233;100;92;92;0;1;100;6;2732;315;83;77;152;3;3;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2021-06-01T00:00+02:00;2021-09-01T00:00+02:00;2021;Sommer;11773;11016;12530;100;92;92;0;311;97,4;Totalt i retning Langnestunnelen;10247;1215;303;264;562;86;75;11
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2021-06-01T00:00+02:00;2021-09-01T00:00+02:00;2021;Sommer;9546;8951;10141;100;92;92;0;27;99,7;Totalt i retning Hamna;9210;310;115;158;22;15;14;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2021-06-01T00:00+02:00;2021-09-01T00:00+02:00;2021;Sommer;21318;19967;22669;100;92;92;0;337;98,4;Totalt;19457;1524;418;421;584;101;89;12
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2021-09-01T00:00+02:00;2021-12-01T00:00+01:00;2021;Høst;2593;2471;2715;98,9;91;90;1;24;99,1;1;2462;107;38;51;7;11;10;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2021-09-01T00:00+02:00;2021-12-01T00:00+01:00;2021;Høst;2538;2354;2722;98,9;91;90;1;87;96,6;2;2079;373;34;53;257;29;25;4
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2021-09-01T00:00+02:00;2021-12-01T00:00+01:00;2021;Høst;7125;6689;7561;98,9;91;90;1;8;99,9;3;6955;162;60;79;16;7;7;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2021-09-01T00:00+02:00;2021-12-01T00:00+01:00;2021;Høst;6537;6167;6907;98,9;91;90;1;363;94,4;4;5586;588;188;113;213;74;64;10
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2021-09-01T00:00+02:00;2021-12-01T00:00+01:00;2021;Høst;3035;2853;3217;98,9;91;90;1;1;100;6;2698;336;89;64;179;4;4;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2021-09-01T00:00+02:00;2021-12-01T00:00+01:00;2021;Høst;12109;11382;12836;98,9;91;90;1;449;96,3;Totalt i retning Langnestunnelen;10363;1297;311;230;649;107;93;14
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2021-09-01T00:00+02:00;2021-12-01T00:00+01:00;2021;Høst;9718;9168;10268;98,9;91;90;1;32;99,7;Totalt i retning Hamna;9417;269;98;131;23;18;17;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2021-09-01T00:00+02:00;2021-12-01T00:00+01:00;2021;Høst;21828;20552;23104;98,9;91;90;1;482;97,8;Totalt;19780;1566;409;360;672;125;110;15
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2021-12-01T00:00+01:00;2022-03-01T00:00+01:00;2022;Vinter;2367;2233;2501;100;90;90;0;19;99,2;1;2261;87;31;40;7;8;8;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2021-12-01T00:00+01:00;2022-03-01T00:00+01:00;2022;Vinter;2461;2272;2650;100;90;90;0;84;96,6;2;2024;353;28;49;251;25;23;2
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2021-12-01T00:00+01:00;2022-03-01T00:00+01:00;2022;Vinter;6686;6217;7155;100;90;90;0;7;99,9;3;6533;146;53;72;12;10;10;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2021-12-01T00:00+01:00;2022-03-01T00:00+01:00;2022;Vinter;5996;5616;6376;100;90;90;0;333;94,4;4;5163;500;141;85;215;58;51;7
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2021-12-01T00:00+01:00;2022-03-01T00:00+01:00;2022;Vinter;2748;2557;2939;100;90;90;0;1;100;6;2431;317;82;53;179;3;3;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2021-12-01T00:00+01:00;2022-03-01T00:00+01:00;2022;Vinter;11204;10452;11956;100;90;90;0;417;96,3;Totalt i retning Langnestunnelen;9618;1169;252;186;644;87;77;10
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2021-12-01T00:00+01:00;2022-03-01T00:00+01:00;2022;Vinter;9055;8459;9651;100;90;90;0;28;99,7;Totalt i retning Hamna;8794;234;84;111;19;19;18;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2021-12-01T00:00+01:00;2022-03-01T00:00+01:00;2022;Vinter;20259;18912;21606;100;90;90;0;445;97,8;Totalt;18412;1402;336;298;663;105;95;10
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-03-01T00:00+01:00;2022-06-01T00:00+02:00;2022;Vår;2299;2162;2436;100;92;92;0;29;98,7;1;2183;88;30;42;7;8;8;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-03-01T00:00+01:00;2022-06-01T00:00+02:00;2022;Vår;2438;2232;2644;100;92;92;0;84;96,6;2;1998;356;29;52;249;27;23;4
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-03-01T00:00+01:00;2022-06-01T00:00+02:00;2022;Vår;6755;6263;7247;100;92;92;0;7;99,9;3;6595;153;59;70;12;11;11;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-03-01T00:00+01:00;2022-06-01T00:00+02:00;2022;Vår;6093;5681;6505;100;92;92;0;273;95,5;4;5259;561;183;88;230;60;52;8
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-03-01T00:00+01:00;2022-06-01T00:00+02:00;2022;Vår;2859;2656;3062;100;92;92;0;0;100;6;2525;334;91;57;183;4;4;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-03-01T00:00+01:00;2022-06-01T00:00+02:00;2022;Vår;11390;10577;12203;100;92;92;0;357;96,9;Totalt i retning Langnestunnelen;9781;1252;303;196;662;90;79;11
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-03-01T00:00+01:00;2022-06-01T00:00+02:00;2022;Vår;9054;8434;9674;100;92;92;0;36;99,6;Totalt i retning Hamna;8778;240;89;112;19;20;19;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-03-01T00:00+01:00;2022-06-01T00:00+02:00;2022;Vår;20444;19012;21876;100;92;92;0;393;98,1;Totalt;18559;1492;392;308;681;110;98;12
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-06-01T00:00+02:00;2022-09-01T00:00+02:00;2022;Sommer;2256;2121;2391;100;92;92;0;27;98,8;1;2123;106;35;54;6;10;9;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-06-01T00:00+02:00;2022-09-01T00:00+02:00;2022;Sommer;2247;2060;2434;100;92;92;0;61;97,3;2;1858;328;33;58;214;24;21;3
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-06-01T00:00+02:00;2022-09-01T00:00+02:00;2022;Sommer;6810;6344;7276;100;92;92;0;7;99,9;3;6596;207;83;100;12;12;12;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-06-01T00:00+02:00;2022-09-01T00:00+02:00;2022;Sommer;6083;5694;6472;100;92;92;0;232;96,2;4;5264;587;200;120;211;57;50;7
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-06-01T00:00+02:00;2022-09-01T00:00+02:00;2022;Sommer;2967;2773;3161;100;92;92;0;0;100;6;2624;342;103;76;160;4;4;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-06-01T00:00+02:00;2022-09-01T00:00+02:00;2022;Sommer;11297;10534;12060;100;92;92;0;292;97,4;Totalt i retning Langnestunnelen;9747;1257;336;253;585;83;74;9
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-06-01T00:00+02:00;2022-09-01T00:00+02:00;2022;Sommer;9066;8475;9657;100;92;92;0;35;99,6;Totalt i retning Hamna;8719;312;119;154;18;22;21;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-06-01T00:00+02:00;2022-09-01T00:00+02:00;2022;Sommer;20364;19011;21717;100;92;92;0;328;98,4;Totalt;18466;1569;454;407;602;105;95;10
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-01T00:00+02:00;2022-12-01T00:00+01:00;2022;Høst;2502;2380;2624;100;91;91;0;29;98,8;1;2363;110;36;53;10;11;10;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-01T00:00+02:00;2022-12-01T00:00+01:00;2022;Høst;2601;2417;2785;100;91;91;0;105;96;2;2114;381;32;60;261;28;25;3
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-01T00:00+02:00;2022-12-01T00:00+01:00;2022;Høst;7048;6622;7474;100;91;91;0;9;99,9;3;6855;184;70;88;12;13;13;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-01T00:00+02:00;2022-12-01T00:00+01:00;2022;Høst;6360;6003;6717;100;91;91;0;340;94,7;4;5386;634;219;112;234;69;60;9
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-01T00:00+02:00;2022-12-01T00:00+01:00;2022;Høst;3023;2847;3199;100;91;91;0;0;100;6;2657;366;100;69;191;5;5;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-01T00:00+02:00;2022-12-01T00:00+01:00;2022;Høst;11984;11273;12695;100;91;91;0;445;96,3;Totalt i retning Langnestunnelen;10157;1381;351;241;686;102;90;12
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-01T00:00+02:00;2022-12-01T00:00+01:00;2022;Høst;9550;9011;10089;100;91;91;0;38;99,6;Totalt i retning Hamna;9218;294;106;141;22;24;23;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-01T00:00+02:00;2022-12-01T00:00+01:00;2022;Høst;21534;20285;22783;100;91;91;0;484;97,8;Totalt;19375;1675;458;383;708;127;114;13
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-12-01T00:00+01:00;2023-03-01T00:00+01:00;2023;Vinter;2226;2099;2353;100;90;90;0;21;99,1;1;2117;88;30;40;11;8;8;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-12-01T00:00+01:00;2023-03-01T00:00+01:00;2023;Vinter;2305;2129;2481;100;90;90;0;72;96,9;2;1892;341;25;47;245;23;21;2
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-12-01T00:00+01:00;2023-03-01T00:00+01:00;2023;Vinter;6122;5692;6552;100;90;90;0;5;99,9;3;5980;137;50;65;11;10;10;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-12-01T00:00+01:00;2023-03-01T00:00+01:00;2023;Vinter;5581;5238;5924;100;90;90;0;265;95,3;4;4797;519;158;80;231;50;44;6
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-12-01T00:00+01:00;2023-03-01T00:00+01:00;2023;Vinter;2615;2432;2798;100;90;90;0;2;99,9;6;2295;318;79;51;184;4;4;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-12-01T00:00+01:00;2023-03-01T00:00+01:00;2023;Vinter;10500;9805;11195;100;90;90;0;339;96,8;Totalt i retning Langnestunnelen;8984;1178;262;178;660;77;69;8
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-12-01T00:00+01:00;2023-03-01T00:00+01:00;2023;Vinter;8350;7810;8890;100;90;90;0;28;99,7;Totalt i retning Hamna;8097;225;80;105;22;19;18;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-12-01T00:00+01:00;2023-03-01T00:00+01:00;2023;Vinter;18849;17615;20083;100;90;90;0;366;98,1;Totalt;17081;1403;342;283;682;96;87;9
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2020-12-01T00:00+01:00;2021-03-01T00:00+01:00;2021;Vinter;2890;2482;3298;30;90;27;1;43;98,5;1;2217;630;324;146;81;78;75;3
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2020-12-01T00:00+01:00;2021-03-01T00:00+01:00;2021;Vinter;4337;3847;4827;30;90;27;1;301;93,1;2;3597;439;187;114;79;59;59;0
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2020-12-01T00:00+01:00;2021-03-01T00:00+01:00;2021;Vinter;4353;3861;4845;30;90;27;1;307;92,9;Totalt i retning Kræmer;3606;441;187;114;79;59;59;0
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2020-12-01T00:00+01:00;2021-03-01T00:00+01:00;2021;Vinter;2873;2467;3279;30;90;27;1;36;98,7;Totalt i retning Breivika;2209;628;324;146;81;77;74;3
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2020-12-01T00:00+01:00;2021-03-01T00:00+01:00;2021;Vinter;7227;6354;8100;30;90;27;1;344;95,2;Totalt;5814;1068;511;260;160;138;134;4
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2021-03-01T00:00+01:00;2021-06-01T00:00+02:00;2021;Vår;2576;2323;2829;100;92;92;0;52;98;1;1927;596;308;141;75;72;68;4
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2021-03-01T00:00+01:00;2021-06-01T00:00+02:00;2021;Vår;4290;4008;4572;100;92;92;0;527;87,7;2;3368;394;165;108;71;49;49;0
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2021-03-01T00:00+01:00;2021-06-01T00:00+02:00;2021;Vår;4308;4025;4591;100;92;92;0;534;87,6;Totalt i retning Kræmer;3378;396;166;109;71;50;50;0
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2021-03-01T00:00+01:00;2021-06-01T00:00+02:00;2021;Vår;2558;2306;2810;100;92;92;0;45;98,2;Totalt i retning Breivika;1918;595;307;140;75;72;68;4
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2021-03-01T00:00+01:00;2021-06-01T00:00+02:00;2021;Vår;6866;6360;7372;100;92;92;0;580;91,6;Totalt;5296;990;474;249;146;122;118;4
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2021-06-01T00:00+02:00;2021-09-01T00:00+02:00;2021;Sommer;3223;3021;3425;100;92;92;0;66;98;1;2440;717;384;178;78;78;74;4
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2021-06-01T00:00+02:00;2021-09-01T00:00+02:00;2021;Sommer;4256;4002;4510;100;92;92;0;543;87,2;2;3346;368;134;122;71;41;41;0
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2021-06-01T00:00+02:00;2021-09-01T00:00+02:00;2021;Sommer;4271;4015;4527;100;92;92;0;548;87,2;Totalt i retning Kræmer;3355;369;134;122;71;41;41;0
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2021-06-01T00:00+02:00;2021-09-01T00:00+02:00;2021;Sommer;3207;3007;3407;100;92;92;0;60;98,1;Totalt i retning Breivika;2431;715;383;178;77;78;74;4
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2021-06-01T00:00+02:00;2021-09-01T00:00+02:00;2021;Sommer;7479;7026;7932;100;92;92;0;609;91,9;Totalt;5786;1084;517;300;149;118;114;4
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2021-09-01T00:00+02:00;2021-12-01T00:00+01:00;2021;Høst;2811;2591;3031;100;91;91;0;52;98,2;1;2106;653;333;159;83;79;74;5
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2021-09-01T00:00+02:00;2021-12-01T00:00+01:00;2021;Høst;4581;4328;4834;100;91;91;0;443;90,3;2;3727;411;150;122;83;56;56;0
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2021-09-01T00:00+02:00;2021-12-01T00:00+01:00;2021;Høst;4603;4348;4858;100;91;91;0;452;90,2;Totalt i retning Kræmer;3738;413;151;123;83;56;56;0
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2021-09-01T00:00+02:00;2021-12-01T00:00+01:00;2021;Høst;2789;2570;3008;100;91;91;0;43;98,5;Totalt i retning Breivika;2095;651;332;159;83;78;73;5
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2021-09-01T00:00+02:00;2021-12-01T00:00+01:00;2021;Høst;7392;6951;7833;100;91;91;0;495;93,3;Totalt;5833;1064;483;281;166;134;129;5
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2021-12-01T00:00+01:00;2022-03-01T00:00+01:00;2022;Vinter;2442;2249;2635;100;90;90;0;33;98,6;1;1869;540;291;114;67;68;65;3
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2021-12-01T00:00+01:00;2022-03-01T00:00+01:00;2022;Vinter;3884;3648;4120;100;90;90;0;226;94,2;2;3269;388;147;98;83;61;61;0
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2021-12-01T00:00+01:00;2022-03-01T00:00+01:00;2022;Vinter;3899;3661;4137;100;90;90;0;232;94;Totalt i retning Kræmer;3278;390;148;98;83;61;61;0
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2021-12-01T00:00+01:00;2022-03-01T00:00+01:00;2022;Vinter;2427;2235;2619;100;90;90;0;28;98,8;Totalt i retning Breivika;1861;538;290;114;67;67;65;2
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2021-12-01T00:00+01:00;2022-03-01T00:00+01:00;2022;Vinter;6325;5914;6736;100;90;90;0;258;95,9;Totalt;5138;928;438;212;150;129;126;3
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-03-01T00:00+01:00;2022-06-01T00:00+02:00;2022;Vår;2131;1942;2320;100;92;92;0;51;97,6;1;1581;499;259;113;63;64;60;4
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-03-01T00:00+01:00;2022-06-01T00:00+02:00;2022;Vår;4266;3995;4537;100;92;92;0;650;84,8;2;3274;342;124;93;77;48;48;0
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-03-01T00:00+01:00;2022-06-01T00:00+02:00;2022;Vår;4292;4018;4566;100;92;92;0;660;84,6;Totalt i retning Kræmer;3287;345;125;93;78;48;48;0
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-03-01T00:00+01:00;2022-06-01T00:00+02:00;2022;Vår;2105;1918;2292;100;92;92;0;41;98,1;Totalt i retning Breivika;1568;496;258;113;62;64;60;4
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-03-01T00:00+01:00;2022-06-01T00:00+02:00;2022;Vår;6396;5963;6829;100;92;92;0;700;89,1;Totalt;4855;841;383;206;140;112;108;4
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-06-01T00:00+02:00;2022-09-01T00:00+02:00;2022;Sommer;2652;2464;2840;100;92;92;0;55;97,9;1;1982;615;320;148;73;75;71;4
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-06-01T00:00+02:00;2022-09-01T00:00+02:00;2022;Sommer;4012;3777;4247;100;92;92;0;1391;65,3;2;2351;270;107;84;50;29;29;0
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-06-01T00:00+02:00;2022-09-01T00:00+02:00;2022;Sommer;4029;3793;4265;100;92;92;0;1397;65,3;Totalt i retning Kræmer;2360;271;108;85;50;29;29;0
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-06-01T00:00+02:00;2022-09-01T00:00+02:00;2022;Sommer;2635;2449;2821;100;92;92;0;49;98,1;Totalt i retning Breivika;1973;613;319;147;73;75;71;4
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-06-01T00:00+02:00;2022-09-01T00:00+02:00;2022;Sommer;6664;6251;7077;100;92;92;0;1446;78,3;Totalt;4333;885;427;232;123;104;100;4
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-09-01T00:00+02:00;2022-12-01T00:00+01:00;2022;Høst;2655;2470;2840;100;91;91;0;56;97,9;1;1973;626;309;152;86;79;74;5
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-09-01T00:00+02:00;2022-12-01T00:00+01:00;2022;Høst;4332;4098;4566;100;91;91;0;801;81,5;2;3171;360;130;102;74;55;54;1
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-09-01T00:00+02:00;2022-12-01T00:00+01:00;2022;Høst;4364;4128;4600;100;91;91;0;809;81,5;Totalt i retning Kræmer;3192;363;131;103;74;56;55;1
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-09-01T00:00+02:00;2022-12-01T00:00+01:00;2022;Høst;2622;2441;2803;100;91;91;0;47;98,2;Totalt i retning Breivika;1953;623;308;151;86;78;73;5
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-09-01T00:00+02:00;2022-12-01T00:00+01:00;2022;Høst;6987;6596;7378;100;91;91;0;857;87,7;Totalt;5144;986;439;254;160;133;128;5
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-12-01T00:00+01:00;2023-03-01T00:00+01:00;2023;Vinter;1811;1657;1965;100;90;90;0;27;98,5;1;1366;418;232;86;50;50;48;2
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-12-01T00:00+01:00;2023-03-01T00:00+01:00;2023;Vinter;3811;3573;4049;100;90;90;0;445;88,3;2;3012;354;126;95;71;61;61;0
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-12-01T00:00+01:00;2023-03-01T00:00+01:00;2023;Vinter;3827;3587;4067;100;90;90;0;451;88,2;Totalt i retning Kræmer;3021;356;127;96;71;61;61;0
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-12-01T00:00+01:00;2023-03-01T00:00+01:00;2023;Vinter;1795;1642;1948;100;90;90;0;20;98,9;Totalt i retning Breivika;1358;417;231;86;50;50;48;2
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-12-01T00:00+01:00;2023-03-01T00:00+01:00;2023;Vinter;5623;5255;5991;100;90;90;0;472;91,6;Totalt;4378;773;358;181;121;111;109;2
55092V1125799;BREIVIKA;EV8 S2D1 m207;2013-12-01T00:00+01:00;2014-03-01T00:00+01:00;2014;Vinter;2717;-;-;-;-;-;-;-;-;1;2659;58;28;23;3;4;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2013-12-01T00:00+01:00;2014-03-01T00:00+01:00;2014;Vinter;4610;-;-;-;-;-;-;-;-;2;4392;218;79;103;27;9;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2013-12-01T00:00+01:00;2014-03-01T00:00+01:00;2014;Vinter;9186;-;-;-;-;-;-;-;-;3;8450;736;226;299;154;57;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2013-12-01T00:00+01:00;2014-03-01T00:00+01:00;2014;Vinter;6682;-;-;-;-;-;-;-;-;4;6217;465;158;193;88;26;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2013-12-01T00:00+01:00;2014-03-01T00:00+01:00;2014;Vinter;11292;-;-;-;-;-;-;-;-;Totalt i retning Breivikatunnelen;10609;683;237;296;115;35;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2013-12-01T00:00+01:00;2014-03-01T00:00+01:00;2014;Vinter;11903;-;-;-;-;-;-;-;-;Totalt i retning RITØ;11109;794;254;322;157;61;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2013-12-01T00:00+01:00;2014-03-01T00:00+01:00;2014;Vinter;23195;-;-;-;-;-;-;-;-;Totalt;21718;1477;491;618;272;96;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2014-03-01T00:00+01:00;2014-06-01T00:00+02:00;2014;Vår;2493;-;-;-;-;-;-;-;-;1;2439;54;26;21;3;4;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2014-03-01T00:00+01:00;2014-06-01T00:00+02:00;2014;Vår;4567;-;-;-;-;-;-;-;-;2;4329;238;87;114;27;10;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2014-03-01T00:00+01:00;2014-06-01T00:00+02:00;2014;Vår;9515;-;-;-;-;-;-;-;-;3;8726;789;246;321;164;58;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2014-03-01T00:00+01:00;2014-06-01T00:00+02:00;2014;Vår;6910;-;-;-;-;-;-;-;-;4;6420;490;164;211;88;27;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2014-03-01T00:00+01:00;2014-06-01T00:00+02:00;2014;Vår;11477;-;-;-;-;-;-;-;-;Totalt i retning Breivikatunnelen;10749;728;251;325;115;37;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2014-03-01T00:00+01:00;2014-06-01T00:00+02:00;2014;Vår;12008;-;-;-;-;-;-;-;-;Totalt i retning RITØ;11165;843;272;342;167;62;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2014-03-01T00:00+01:00;2014-06-01T00:00+02:00;2014;Vår;23485;-;-;-;-;-;-;-;-;Totalt;21914;1571;523;667;282;99;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2014-06-01T00:00+02:00;2014-09-01T00:00+02:00;2014;Sommer;2396;-;-;-;-;-;-;-;-;1;2318;78;33;36;4;5;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2014-06-01T00:00+02:00;2014-09-01T00:00+02:00;2014;Sommer;4606;-;-;-;-;-;-;-;-;2;4301;305;114;153;28;10;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2014-06-01T00:00+02:00;2014-09-01T00:00+02:00;2014;Sommer;9101;-;-;-;-;-;-;-;-;3;8126;975;299;434;175;67;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2014-06-01T00:00+02:00;2014-09-01T00:00+02:00;2014;Sommer;6435;-;-;-;-;-;-;-;-;4;5840;595;205;268;94;28;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2014-06-01T00:00+02:00;2014-09-01T00:00+02:00;2014;Sommer;11041;-;-;-;-;-;-;-;-;Totalt i retning Breivikatunnelen;10141;900;319;421;122;38;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2014-06-01T00:00+02:00;2014-09-01T00:00+02:00;2014;Sommer;11497;-;-;-;-;-;-;-;-;Totalt i retning RITØ;10444;1053;332;470;179;72;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2014-06-01T00:00+02:00;2014-09-01T00:00+02:00;2014;Sommer;22538;-;-;-;-;-;-;-;-;Totalt;20585;1953;651;891;301;110;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2014-09-01T00:00+02:00;2014-12-01T00:00+01:00;2014;Høst;3158;-;-;-;-;-;-;-;-;1;3065;93;40;39;4;10;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2014-09-01T00:00+02:00;2014-12-01T00:00+01:00;2014;Høst;5183;-;-;-;-;-;-;-;-;2;4876;307;114;145;35;13;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2014-09-01T00:00+02:00;2014-12-01T00:00+01:00;2014;Høst;9969;-;-;-;-;-;-;-;-;3;9009;960;293;417;172;78;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2014-09-01T00:00+02:00;2014-12-01T00:00+01:00;2014;Høst;7149;-;-;-;-;-;-;-;-;4;6580;569;211;239;90;29;-;-
55092V1125799;BREIVIKA;EV8 S2D1 m207;2014-09-01T00:00+02:00;2014-12-01T00:00+01:00;2014;Høst;12332;-;-;-;-;-;-;-;-;Totalt i retning Breivikatunnelen;11456;876;325;384;125;42;-;-
